linha_csv;demandante;situacao;motivo;plano;numero_item;classe;valor_total;descricao
190;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;107;9290;165000.0;Qualificação de Tipo Célula H135 (EC135 T3H/P3H - Helionix®) | 339039
196;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;109;6910;2850.0;"GUIA EM FITA EMBORRACHADA. Guia confeccionada em fita emborrachada na cor preta; mosquetão tipo argentino em latão maciço | 339030"
197;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;110;9290;57500.0;Balanceamento de Rotores H135 (Helionix®) ou EC135 | 339039
198;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;111;9290;385000.0;Contratação de empresa para execução de serviço comum de fornecimento de instrução para concessão de habilitação de classe de avião multimotor terrestre e habilitação de Voo por Instrumentos | 339039
199;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;112;5975;78.99;Material para instalação elétrica e de iluminação FILTRO DE LINHA, 6 tomadas, padrão universal, bivolt | 339030
203;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;113;4240;14000.0;DISCO PARA CORTADOR A DISCO PARA CONCRETO. Profissional, para corte pesado de concreto e metal em estruturas colapsadas | 449052
204;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;114;9290;115000.0;Voos de Manutenção H135 | 339039
205;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;115;9290;56000.0;Treinamento de manutenção de motores Pratt & Whitney (PT6) | 339039
210;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;117;4240;5293.0;Lâmina de Serra Sabre (bimetal), tamanho entre 14cm a 16cm (6 polegadas com variação aceitável de 1cm para mais ou para menos) | 449052
211;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;118;9290;45000.0;Documentação Técnica Airbus Helicopters e Noções básicas de legislações aeronáuticas | 339039
212;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;119;9290;85000.0;curso Técnico HAZMAT | 339039
213;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;120;5975;240.0;Material para instalação elétrica e de iluminação CONDULETE | 339030
217;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;121;4240;1423.2;"Disco Diamantado, material: Aço; diâmetro: 350mm a 355mm, para cortador a disco | 449052"
218;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;122;9290;90000.0;Coordenador de Manutenção | 339039
219;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;123;9290;9770.0;Curso SCI 400 | 339039
220;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;124;5975;250.0;Material para instalação elétrica e de iluminação EXTENSÃO Múltipla | 339030
224;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;125;4240;27300.0;CHAVE DE IMPACTO. Tipo pistola à bateria, 18V ou superior. Com motor sem escovas de carvão e controle eletrônico de velocidade variável acionado pelo gatilho | 449052
225;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;126;9290;45000.0;Operação e Manutenção de Baterias Aeronáuticas (NI-CA) | 339039
226;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;127;9290;69800.0;PHTLS – Prehospital Trauma Life Support | 339039
227;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;128;5975;900.0;Material para instalação elétrica e de iluminação Fio 2,5mm rolo com 100 metros núcleos variados, antichama | 339030
231;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;129;4220;30000.0;CINTA PARA NADADEIRA DE CALCANHAR ABERTO. Oferece ajuste seguro e personalizável para uma ampla gama de tamanhos de pés | 449052
232;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;130;9290;64000.0;BL-29700-23 Flight Line Safety & Maintenance Training - Guincho Breeze-Eastern | 339039
233;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;131;9290;28000.0;Curso de METODOLOGIAS ATIVAS | 339039
234;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;132;5412;3267528.28;43º GBM - Construção do - SRTVS (Tipo C) | 449051
235;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;133;9290;126500.0;Serviços de instrução e orientação profissional CURSO - Contratação direta e inexigibilidade de licitação com base na lei 14.133/2021 e seus regulamentos, atualizado com a in 67/2021 da dispensa eletrônica | 339039
240;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;134;4240;135894.0;TRAVA-QUEDAS MÓVEL BIDIRECIONAL EM CORDA COM FUNÇÃO BLOQUEADOR. Dispositivo de proteção individual destinado à segurança contra quedas durante deslocamento em atividades em altura. Deve ser fabricado em materiais resistentes | 449052
241;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;135;8599;570000.0;CREDENCIAMENTO PILOTO AIR TRACTOR/PA-18/CARAVAN/B200 | 339039
242;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;136;7195;9600.0;CADEIRA DOBRÁVEL - Material: Aço, tratamento antiferrugem, suporta até 120 kg, dimensões: fechado: 4 x 38 x 91 cm (CxLxA), aberto: 44 x 38 x 80 cm (CxLxA), Peso: 3,025 kg | 449052
244;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;137;7050;600000.0;Manutenção dos subsistemas das Salas Técnica (Energia, Climatização e Combate a Incêndio), além dos serviços de disponibilidade do serviço de Internet, Intranet | 449052
245;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;138;5835;100.0;Materiais e acessórios de proteção individual Protetor auricular, material: plástico de alta qualidade, almofadas externas e haste flexível, nível de redução ruídos: 21 db, tipo: concha | 449052
249;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;139;6910;900.0;COLEIRA ELÁSTICA PARA USO COM COLAR ELETRÔNICO. Coleira elástica destinada ao uso com colar eletrônico de treinamento, devendo ser compatível com os modelos adotados pela corporação. Deve proporcionar ajuste seguro e confortável ao cão | 339030
250;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;140;8465;25000.0;ALÇA DE ELEVAÇÃO PARA CONEXÃO | 339030
251;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;141;9290;30000.0;Curso de Pós-Graduação em EDUCAÇÃO A DISTÂNCIA | 339039
252;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;142;4210;338.7;Materiais e acessórios de proteção de bens públicos Cadeado, material corpo: latão maciço, haste em aço | 449052
256;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;143;6505;1600.0;SHAMPOO DERMATOLÓGICO PARA CÃES. Shampoo terapêutico de uso veterinário, indicado para higiene de cães com pele sensível, dermatites ou desequilíbrios cutâneos, auxiliando na limpeza, proteção e manutenção da saúde da pele e da pelagem | 339030
257;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;144;8465;6000.0;BASTÃO DE LUZ QUÍMICA (AMARELO) | 339030
258;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;145;9290;30000.0;Curso de Pós-Graduação em EDUCAÇÃO A DISTÂNCIA | 339039
259;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;146;8465;80102.0;Materiais e acessórios de proteção individual ABAFADOR de ruídos tipo concha. Mais | 339030
263;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;147;6505;1435.0;MEDICAMENTO VETERINÁRIO PARA CONTROLE DE PRURIDO. Medicamento veterinário, indicado para o controle do prurido (coceira) associado a quadros de dermatite alérgica e/ou dermatite atópica em cães | 339030
264;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;148;8465;21000.0;COLETE TÁTICO OPERADOR AEROTÁTICO | 339030
265;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;149;9290;22000.0;Oficina de Licitações para Contratação de Serviços de Concursos Públicos | 339039
266;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;150;7210;266.77;Equipamentos e acessórios para som MICROFONE UNIDIRECIONAL | 449052
270;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;151;6910;1200.0;BOLA DE ADESTRAMENTO PARA CÃES. Bola destinada ao adestramento e condicionamento de cães, confeccionada em material resistente e adequada para atividades de treinamento, estímulo físico e mental do animal | 339030
271;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;152;4030;760.0;CORDA DE MULTIFILAMENTO TRANÇADA CARRETEL 190M | 339030
272;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;153;9290;17500.0;PGConf India 2027 – PostgreSQL Conference India | 339039
273;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;154;3230;138.88;"Ferramentas, Máquinas e bonecas de marcenaria, Carpintaria e serralheria Torno morsa Coordenada, Ferro 4"" 100mm, Para Furadeira de Bancada, sem base giratória. Mais | 449052"
277;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;155;6910;2400.0;BRINQUEDO INTERATIVO COM DISPENSER DE RAÇÃO OU PETISCO PARA CÃES. Brinquedo interativo destinado ao enriquecimento ambiental e ao adestramento de cães, confeccionado em borracha resistente | 339030
278;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;156;4030;7050.0;ESTROPO PARA RESGATE | 339030
279;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;157;9290;15000.0;PostgreSQL Conference Nepal 2027 | 339039
280;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;158;3230;109.5;Ferramentas em geral Pincel, material cerdas: material sintético, cabo plástico, tamanho: 4 polegadas | 449052
284;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;159;6910;13000.0;COLEIRA ELETRÔNICA DE TREINAMENTO PARA CÃES. Coleira de adestramento com controle remoto, indicada para treinamento e controle de cães de diferentes portes. Deve possuir múltiplos modos de estímulo, como aviso sonoro, vibração e estímulo elétrico | 339030
285;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;160;4030;21000.0;EXTENSOR REGULAVEL DE SEGURANÇA PARA OPERADOR AEROTATICO | 339030
287;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;161;3460;4910.0;Outras ESCADA EM ALUMÍNIO | 449052
291;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;162;6505;60.0;DEXAMETASONA. Corticoide (anti-inflamatório/imunossupressor) | 339030
292;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;163;8465;12000.0;JOELHEIRA TATICA | 339030
293;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;164;9290;577350.0;capacitação para pilotos de asa fixa do Corpo de Bombeiros Militar do Distrito Federal (CBMDF) no curso de aviação agrícola (CAVAG) | 339039
294;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;165;7310;437.44;Material e utensílio para copa e cozinha Garrafa térmica, material corpo: aço inox, sistema de pressão, ampola de vidro, alça transparente, formato: cilindríco, capacidade: 1,8 litros | 449052
298;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;166;6505;95.0;PREDNISOLONA. Corticoide | 339030
299;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;167;6530;13200.0;LUVA ANTI IMPACTO PARA TRABALHO COM GUINCHO DE AERONAVE | 449052
301;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;168;7310;5664.96;Material e utensílio para copa e cozinha Garrafa térmica, material corpo: aço inox, sistema de pressão, ampola de vidro, alça transparente, formato: cilíndrico, capacidade: 1,8 litros | 449052
305;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;169;4240;2886.0;FITA/CINTA DE CARGA COM CATRACA. Conjunto destinado à amarração e fixação segura de cargas, composto por cinta têxtil e sistema de catraca metálica com ganchos nas extremidades. Deve permitir tensionamento adequado | 449052
306;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;170;4240;40000.0;MACA DOBRAVEL PARA RESGATE - MEDEVAC | 449052
307;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;171;9290;25160.0;SCI 300 | 339039
308;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;172;7310;662.4;Material e utensílio para copa e cozinha Copo vidro, material: vidro, capacidade: 300 ml, formato: cilíndrico, apresentação: liso | 449052
312;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;173;4240;6000.0;ESTANTE DESMONTÁVEL. Organização de materiais e suprimentos em bases temporárias | 449052
313;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;174;4240;90000.0;MOSQUETÃO TIPO K, COM CONEÇÃO PARA TALABARTE | 449052
315;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;175;5412;6761685.37;GPRAM - Construção de novo grupamento | 449051
316;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;176;9290;103800.0;"Serviço de treinamento Congresso Brasileiro de Pregoeiros e Agentes de Contratação. Público Alvo: Pregoeiros e equipes de Apoio; Agentes de contratação e membros da comissão de contratação; Presidentes e Membros de comissões de licitação | 339039"
321;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;177;4240;100000.0;BATERIA PARA HOLMATRO. Bateria de íon lítio com corrente mínima de 05 Ah, potência mínima de 126 wh e tensão mínima de 25 VDC. Sua vida útil deve ser superior a 500 ciclos de recarga de 0-100%, com leds indicando a sua carga | 449052
322;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;178;8599;570000.0;CONTRATAÇÃO SER. PILOTO AIR TRACTOR/PA-18/CARAVAN/B200 | 339039
323;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;179;7195;3700.0;MESA DOBRÁVEL Mesas dobráveis tipo maleta medindo 1,82x1,82 - Feita de polietileno de alta densidade e revestida com uma camada resina, à prova d'água, leve, durável e de fácil limpeza, ideal para atividades em ambientes internos e externos | 449052
324;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;180;9290;21900.0;Agile Trends GOV 2027 | 339039
325;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;181;8422;100000.0;Solução para redundância de link de internet | 339039
326;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;182;7320;145.0;Material e utensílio para copa e cozinha Garfo de mesa, material: aço inox | 449052
330;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;183;4220;35000.0;BOLSA PARA MERGULHO. Feita com malha durável e extremidades forradas. Com design que garante drenagem eficiente da água | 449052
331;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;184;4220;16200.0;MASCARA PARA MERGULHO | 449052
332;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;185;9290;11664.0;PÓS GRADUAÇÃO EM DEFESA CIVIL (EAD) | 339039
333;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;186;7320;175.0;Material e utensílio para copa e cozinha Faca de mesa, material: aço inox | 449052
337;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;187;6910;500.0;FOCINHEIRA. Para cães, confeccionada em nylon | 339030
338;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;188;4240;120.0;MASCARA FACESHIELD | 449052
339;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;189;9290;41800.0;PALS - Pediatric Advanced Life Support | 339039
340;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;190;7310;375.0;Material e utensílio para copa e cozinha Prato sobremesa, material: porcelana branca, diâmetro: 19 cm | 449052
344;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;191;6910;500.0;GUIA UNIFICADA ROLIÇA. Guia unificada roliça de pelo menos 8mm de espessura com guia e enforcador em uma única peça. Totalmente ajustável, resistência mínima de 400 kg de força de tração, comprimento total de pelo menos 1,5 m | 339030
345;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;192;4240;30000.0;MOCHILA CARGUEIRA DE 60 LITROS | 449052
346;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;193;9290;59000.0;Curso de capacitação | 339039
347;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;194;7320;240.0;Material e utensílio para copa e cozinha Garfo sobremesa, material: aço inox | 449052
351;GBS;publicado com pendência;mes_ausente;170394;195;6530;336.0;MALETA PRIMEIROS SOCORROS | 449052
352;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;196;4240;27000.0;REDE PARA PERNOITE DO TIPO SELVA, COM MOSQUITEIRO E TELHADO | 449052
